iter	Passed	Remaining
181	5147	164551
182	5175	164520
183	5201	164415
184	5228	164335
185	5249	164102
186	5273	163940
187	5299	163835
188	5323	163686
189	5350	163612
190	5373	163436
191	5398	163308
192	5420	163092
193	5443	162919
194	5472	162923
195	5498	162830
196	5521	162659
197	5547	162567
198	5572	162431
199	5598	162361
200	5630	162439
201	5655	162326
202	5680	162226
203	5720	162517
204	5746	162446
205	5775	162432
206	5805	162481
207	5834	162466
208	5860	162377
209	5887	162319
210	5911	162193
211	5934	162025
212	5969	162194
213	5995	162112
214	6029	162223
215	6053	162096
216	6095	162449
217	6120	162343
218	6153	162430
219	6179	162363
220	6207	162310
221	6251	162716
222	6281	162734
223	6324	163075
224	6367	163438
225	6392	163331
226	6424	163377
227	6454	163408
228	6483	163398
229	6515	163463
230	6549	163564
231	6599	164073
232	6637	164275
233	6665	164254
234	6696	164270
235	6728	164327
236	6766	164525
237	6806	164797
238	6854	165222
239	6903	165680
240	6946	165987
241	6980	166095
242	7032	166615
243	7075	166904
244	7114	167111
245	7154	167348
246	7201	167740
247	7229	167670
248	7285	168260
249	7322	168406
250	7367	168756
251	7408	168978
252	7452	169282
253	7490	169448
254	7532	169707
255	7587	170252
256	7629	170499
257	7666	170613
258	7701	170718
259	7741	170906
260	7781	171109
261	7824	171367
262	7863	171527
263	7902	171694
264	7938	171811
265	7976	171940
266	8013	172075
267	8049	172154
268	8086	172285
269	8122	172375
270	8164	172595
271	8203	172745
272	8244	172947
273	8284	173129
274	8319	173194
275	8366	173520
276	8416	173899
277	8459	174118
278	8507	174447
279	8545	174581
280	8586	174760
281	8635	175098
282	8674	175232
283	8710	175317
284	8748	175436
285	8789	175614
286	8827	175713
287	8862	175779
288	8903	175939
289	8942	176076
290	8980	176185
291	9018	176283
292	9053	176333
293	9095	176533
294	9134	176644
295	9172	176754
296	9213	176908
297	9251	177023
298	9289	177126
299	9329	177259
300	9375	177515
301	9409	177540
302	9451	177709
303	9492	177851
304	9540	178136
305	9576	178205
306	9621	178416
307	9659	178513
308	9695	178572
309	9736	178717
310	9772	178755
311	9815	178949
312	9853	179028
313	9896	179207
314	9938	179361
315	9980	179515
316	10022	179686
317	10066	179870
318	10102	179913
319	10145	180085
320	10187	180230
321	10234	180471
322	10287	180805
323	10336	181075
324	10380	181265
325	10424	181432
326	10467	181588
327	10517	181883
328	10565	182120
329	10616	182404
330	10652	182450
331	10695	182594
332	10734	182674
333	10783	182930
334	10822	183008
335	10860	183079
336	10900	183172
337	10939	183246
338	10980	183364
339	11020	183460
340	11062	183582
341	11106	183750
342	11154	183975
343	11202	184196
344	11251	184418
345	11291	184521
346	11338	184722
347	11381	184843
348	11424	184982
349	11465	185086
350	11505	185162
351	11547	185284
352	11586	185353
353	11626	185432
354	11668	185544
355	11705	185581
356	11742	185613
357	11782	185686
358	11822	185772
359	11861	185828
360	11901	185908
361	11945	186038
362	11987	186145
363	12038	186405
364	12088	186619
365	12135	186806
366	12177	186915
367	12227	187138
368	12276	187335
369	12320	187467
370	12371	187703
371	12415	187834
372	12454	187891
373	12500	188039
374	12536	188042
375	12576	188106
376	12617	188188
377	12655	188228
378	12696	188310
379	12734	188333
380	12772	188363
381	12811	188412
382	12848	188431
383	12887	188486
384	12930	188585
385	12974	188701
386	13014	188754
387	13053	188805
388	13097	188924
389	13137	188980
390	13182	189101
391	13228	189247
392	13263	189230
393	13302	189271
394	13345	189374
395	13381	189370
396	13424	189467
397	13467	189562
398	13506	189595
399	13541	189585
400	13580	189619
401	13624	189719
402	13667	189812
403	13702	189805
404	13748	189926
405	13787	189962
406	13823	189966
407	13862	189993
408	13902	190049
409	13945	190130
410	13984	190175
411	14026	190241
412	14069	190330
413	14110	190386
414	14146	190383
415	14187	190442
416	14231	190544
417	14271	190588
418	14307	190579
419	14353	190693
420	14392	190725
421	14434	190800
422	14481	190930
423	14522	190986
424	14554	190918
425	14595	190971
426	14631	190961
427	14667	190955
428	14706	190972
429	14746	191018
430	14783	191025
431	14821	191038
432	14863	191095
433	14899	191086
434	14942	191155
435	14992	191330
436	15027	191302
437	15064	191297
438	15098	191265
439	15131	191212
440	15163	191148
441	15206	191217
442	15242	191206
443	15284	191260
444	15325	191306
445	15361	191296
446	15394	191248
447	15431	191238
448	15462	191163
449	15500	191166
450	15541	191224
451	15581	191250
452	15623	191310
453	15664	191350
454	15699	191332
455	15739	191364
456	15778	191382
457	15813	191356
458	15855	191403
459	15894	191426
460	15936	191485
461	15977	191524
462	16011	191478
463	16046	191446
464	16085	191464
465	16122	191464
466	16155	191408
467	16194	191423
468	16224	191341
469	16260	191318
470	16302	191373
471	16344	191427
472	16386	191474
473	16423	191464
474	16466	191527
475	16502	191512
476	16539	191508
477	16582	191562
478	16616	191521
479	16656	191544
480	16700	191623
481	16734	191584
482	16802	191928
483	16842	191944
484	16883	191981
485	16925	192027
486	16964	192044
487	17002	192049
488	17042	192071
489	17079	192055
490	17113	192012
491	17150	191997
492	17190	192029
493	17229	192033
494	17270	192074
495	17311	192098
496	17346	192065
497	17387	192096
498	17429	192139
499	17474	192223
500	17515	192255
501	17574	192483
502	17619	192549
503	17671	192706
504	17725	192873
505	17773	192976
506	17874	193658
507	17992	194521
508	18172	196037
509	18271	196688
510	18439	198068
511	18505	198359
512	18555	198466
513	18599	198514
514	18646	198591
515	18695	198695
516	18742	198772
517	18794	198906
518	18844	199013
519	18897	199154
520	18950	199288
521	18996	199354
522	19041	199405
523	19086	199458
524	19126	199465
525	19164	199444
526	19205	199450
527	19247	199475
528	19295	199557
529	19336	199566
530	19384	199650
531	19427	199678
532	19462	199631
533	19508	199684
534	19547	199679
535	19589	199698
536	19629	199691
537	19671	199713
538	19723	199834
539	19767	199871
540	19803	199828
541	19840	199793
542	19876	199754
543	19915	199736
544	19953	199714
545	19988	199670
546	20031	199693
547	20078	199760
548	20122	199795
549	20162	199796
550	20209	199858
551	20250	199867
552	20287	199826
553	20322	199778
554	20362	199769
555	20401	199754
556	20436	199708
557	20482	199760
558	20519	199721
559	20566	199785
560	20603	199750
561	20648	199800
562	20682	199736
563	20715	199664
564	20747	199577
565	20789	199596
566	20827	199572
567	20864	199539
568	20905	199536
569	20959	199663
570	21002	199686
571	21070	199944
572	21115	199988
573	21161	200038
574	21195	199975
575	21235	199967
576	21271	199924
577	21306	199870
578	21347	199873
579	21388	199872
580	21426	199847
581	21463	199807
582	21503	199804
583	21541	199772
584	21583	199788
585	21625	199793
586	21664	199776
587	21708	199806
588	21748	199794
589	21796	199863
590	21844	199925
591	21898	200050
592	21954	200179
593	22021	200419
594	22073	200517
595	22154	200877
596	22249	201362
597	22391	202268
598	22440	202338
599	22492	202434
600	22555	202619
601	22606	202711
602	22662	202838
603	22713	202920
604	22772	203067
605	22847	203363
606	22914	203587
607	22963	203653
608	23033	203899
609	23074	203891
610	23117	203897
611	23163	203929
612	23207	203949
613	23272	204150
614	23322	204211
615	23381	204362
616	23427	204395
617	23480	204484
618	23525	204507
619	23564	204482
620	23595	204376
621	23649	204483
622	23696	204516
623	23745	204578
624	23796	204650
625	23833	204604
626	23871	204563
627	23916	204582
628	23959	204586
629	24006	204624
630	24051	204648
631	24091	204622
632	24125	204550
633	24165	204530
634	24212	204570
635	24260	204611
636	24297	204564
637	24339	204554
638	24379	204535
639	24416	204486
640	24451	204425
641	24492	204407
642	24529	204365
643	24565	204308
644	24606	204292
645	24641	204225
646	24675	204156
647	24714	204125
648	24752	204080
649	24790	204040
650	24821	203944
651	24865	203955
652	24900	203895
653	24940	203870
654	24979	203841
655	25020	203824
656	25058	203782
657	25099	203774
658	25140	203755
659	25182	203749
660	25219	203700
661	25257	203659
662	25298	203648
663	25336	203608
664	25377	203591
665	25416	203559
666	25457	203547
667	25498	203533
668	25534	203473
669	25575	203460
670	25618	203457
671	25660	203453
672	25701	203432
673	25740	203400
674	25783	203403
675	25828	203419
676	25868	203391
677	25907	203361
678	25951	203365
679	25997	203395
680	26042	203409
681	26084	203400
682	26126	203389
683	26168	203376
684	26210	203373
685	26246	203315
686	26291	203325
687	26333	203318
688	26378	203330
689	26426	203371
690	26475	203413
691	26521	203430
692	26565	203440
693	26601	203381
694	26637	203325
695	26677	203299
696	26723	203319
697	26761	203276
698	26802	203259
699	26847	203271
700	26886	203243
701	26933	203265
702	26976	203264
703	27018	203249
704	27061	203251
705	27106	203259
706	27154	203293
707	27191	203242
708	27233	203233
709	27272	203196
710	27318	203219
711	27354	203161
712	27392	203120
713	27437	203128
714	27485	203163
715	27528	203160
716	27570	203142
717	27615	203156
718	27656	203133
719	27701	203141
720	27737	203089
721	27783	203101
722	27823	203073
723	27865	203066
724	27909	203062
725	27950	203047
726	27993	203036
727	28034	203019
728	28075	203000
729	28113	202954
730	28155	202944
731	28197	202926
732	28234	202877
733	28289	202962
734	28348	203069
735	28391	203062
736	28456	203209
737	28508	203267
738	28560	203322
739	28628	203493
740	28689	203613
741	28756	203774
742	28811	203850
743	28869	203949
744	28929	204060
745	28981	204111
746	29033	204169
747	29086	204228
748	29133	204242
749	29183	204287
750	29225	204268
751	29271	204278
752	29318	204296
753	29357	204253
754	29396	204215
755	29437	204196
756	29479	204176
757	29518	204138
758	29562	204131
759	29611	204161
760	29653	204143
761	29694	204118
762	29734	204085
763	29771	204032
764	29817	204043
765	29854	203993
766	29892	203947
767	29936	203943
768	29975	203906
769	30017	203882
770	30055	203840
771	30095	203804
772	30131	203750
773	30176	203751
774	30217	203726
775	30258	203698
776	30297	203661
777	30338	203637
778	30380	203616
779	30419	203576
780	30462	203566
781	30509	203579
782	30556	203592
783	30597	203564
784	30641	203563
785	30682	203532
786	30725	203519
787	30766	203496
788	30810	203488
789	30852	203466
790	30895	203458
791	30940	203457
792	30981	203427
793	31020	203392
794	31058	203344
795	31096	203296
796	31136	203264
797	31179	203253
798	31221	203231
799	31263	203210
800	31305	203195
801	31350	203194
802	31393	203178
803	31440	203192
804	31485	203189
805	31525	203152
806	31567	203137
807	31612	203131
808	31656	203124
809	31705	203148
810	31748	203137
811	31789	203107
812	31834	203108
813	31879	203102
814	31925	203108
815	31970	203107
816	32014	203096
817	32054	203061
818	32105	203098
819	32146	203069
820	32194	203085
821	32234	203056
822	32275	203027
823	32324	203047
824	32367	203031
825	32413	203035
826	32458	203030
827	32496	202986
828	32534	202935
829	32577	202919
830	32618	202895
831	32659	202866
832	32695	202807
833	32738	202789
834	32780	202769
835	32824	202758
836	32870	202761
837	32909	202719
838	32951	202695
839	32989	202650
840	33026	202599
841	33072	202600
842	33122	202623
843	33167	202618
844	33211	202607
845	33249	202564
846	33290	202535
847	33328	202488
848	33371	202470
849	33421	202494
850	33459	202447
851	33502	202430
852	33545	202410
853	33587	202389
854	33628	202360
855	33672	202347
856	33705	202274
857	33746	202241
858	33786	202206
859	33830	202198
860	33874	202182
861	33918	202175
862	33966	202183
863	34004	202135
864	34039	202075
865	34078	202030
866	34117	201990
867	34157	201951
868	34197	201920
869	34238	201891
870	34274	201832
871	34310	201770
872	34349	201729
873	34396	201736
874	34436	201697
875	34477	201671
876	34522	201664
877	34560	201616
878	34597	201564
879	34636	201519
880	34676	201484
881	34714	201441
882	34752	201390
883	34789	201336
884	34824	201274
885	34867	201255
886	34904	201205
887	34942	201156
888	34982	201119
889	35020	201070
890	35060	201037
891	35096	200979
892	35130	200906
893	35171	200880
894	35207	200823
895	35241	200750
896	35281	200713
897	35315	200648
898	35357	200620
899	35392	200559
900	35428	200501
901	35467	200460
902	35511	200444
903	35550	200406
904	35588	200357
905	35624	200297
906	35656	200221
907	35695	200177
908	35740	200172
909	35782	200144
910	35821	200103
911	35857	200048
912	35897	200014
913	35935	199963
914	35970	199904
915	36004	199831
916	36037	199756
917	36073	199701
918	36106	199626
919	36146	199589
920	36185	199550
921	36223	199504
922	36262	199463
923	36296	199393
924	36334	199349
925	36367	199277
926	36402	199210
927	36439	199162
928	36475	199101
929	36513	199055
930	36551	199009
931	36590	198970
932	36626	198915
933	36657	198828
934	36692	198766
935	36733	198738
936	36774	198706
937	36816	198683
938	36851	198621
939	36889	198573
940	36923	198508
941	36959	198453
942	36999	198415
943	37047	198426
944	37086	198384
945	37122	198325
946	37161	198286
947	37199	198240
948	37250	198263
949	37288	198215
950	37326	198172
951	37367	198144
952	37404	198089
953	37441	198040
954	37480	197999
955	37517	197950
956	37555	197900
957	37591	197845
958	37633	197823
959	37667	197756
960	37704	197702
961	37746	197680
962	37782	197621
963	37812	197537
964	37845	197464
965	37883	197416
966	37917	197349
967	37953	197296
968	37982	197203
969	38020	197156
970	38053	197086
971	38086	197015
972	38117	196933
973	38146	196843
974	38180	196777
975	38216	196720
976	38249	196652
977	38287	196604
978	38318	196523
979	38355	196474
980	38390	196414
981	38426	196357
982	38462	196301
983	38497	196243
984	38534	196194
985	38572	196150
986	38605	196078
987	38637	196002
988	38667	195918
989	38700	195845
990	38736	195794
991	38770	195727
992	38807	195680
993	38846	195641
994	38888	195616
995	38931	195596
996	38971	195560
997	39009	195516
998	39050	195488
999	39087	195435
1000	39135	195442
1001	39174	195405
1002	39212	195357
1003	39250	195313
1004	39286	195260
1005	39339	195290
1006	39380	195258
1007	39418	195215
1008	39455	195163
1009	39493	195121
1010	39527	195056
1011	39560	194987
1012	39595	194930
1013	39634	194888
1014	39669	194828
1015	39713	194816
1016	39753	194780
1017	39791	194734
1018	39828	194686
1019	39863	194628
1020	39896	194561
1021	39929	194488
1022	39968	194449
1023	40002	194386
1024	40036	194324
1025	40071	194262
1026	40104	194198
1027	40141	194145
1028	40178	194100
1029	40217	194060
1030	40251	193994
1031	40289	193953
1032	40326	193902
1033	40356	193820
1034	40389	193753
1035	40423	193688
1036	40463	193654
1037	40496	193588
1038	40533	193539
1039	40566	193471
1040	40598	193397
1041	40629	193321
1042	40664	193264
1043	40702	193221
1044	40740	193175
1045	40773	193109
1046	40806	193039
1047	40845	193001
1048	40887	192976
1049	40922	192920
1050	40960	192875
1051	40990	192794
1052	41021	192720
1053	41057	192667
1054	41090	192601
1055	41132	192574
1056	41166	192514
1057	41200	192451
1058	41244	192436
1059	41279	192378
1060	41312	192313
1061	41342	192230
1062	41380	192188
1063	41416	192133
1064	41449	192067
1065	41483	192004
1066	41517	191946
1067	41557	191912
1068	41589	191841
1069	41623	191777
1070	41661	191734
1071	41697	191681
1072	41734	191638
1073	41768	191575
1074	41805	191526
1075	41841	191476
1076	41875	191415
1077	41912	191365
1078	41945	191301
1079	41981	191247
1080	42017	191197
1081	42055	191154
1082	42085	191077
1083	42120	191020
1084	42150	190939
1085	42182	190869
1086	42215	190804
1087	42245	190726
1088	42275	190649
1089	42316	190616
1090	42350	190559
1091	42382	190489
1092	42413	190413
1093	42449	190360
1094	42486	190316
1095	42521	190260
1096	42556	190204
1097	42591	190150
1098	42634	190126
1099	42671	190082
1100	42712	190054
1101	42749	190007
1102	42789	189971
1103	42822	189909
1104	42856	189848
1105	42899	189828
1106	42935	189777
1107	42971	189726
1108	43002	189655
1109	43035	189587
1110	43075	189556
1111	43111	189505
1112	43143	189435
1113	43181	189395
1114	43218	189349
1115	43254	189298
1116	43292	189254
1117	43332	189222
1118	43367	189167
1119	43403	189115
1120	43437	189055
1121	43470	188992
1122	43501	188920
1123	43535	188861
1124	43573	188817
1125	43607	188759
1126	43637	188682
1127	43679	188656
1128	43713	188600
1129	43749	188547
1130	43787	188507
1131	43819	188437
1132	43854	188384
1133	43889	188332
1134	43928	188290
1135	43963	188239
1136	44001	188197
1137	44034	188131
1138	44075	188104
1139	44110	188051
1140	44147	188002
1141	44180	187941
1142	44217	187897
1143	44251	187835
1144	44290	187800
1145	44326	187749
1146	44370	187735
1147	44406	187683
1148	44438	187617
1149	44474	187567
1150	44505	187495
1151	44541	187447
1152	44575	187385
1153	44612	187340
1154	44645	187280
1155	44686	187249
1156	44721	187195
1157	44754	187132
1158	44788	187076
1159	44819	187007
1160	44853	186947
1161	44888	186894
1162	44928	186859
1163	44970	186834
1164	45005	186783
1165	45042	186738
1166	45079	186692
1167	45110	186621
1168	45145	186569
1169	45176	186498
1170	45205	186421
1171	45236	186351
1172	45268	186283
1173	45304	186235
1174	45336	186167
1175	45371	186116
1176	45405	186059
1177	45441	186008
1178	45473	185943
1179	45510	185900
1180	45550	185865
1181	45588	185826
1182	45624	185775
1183	45662	185736
1184	45699	185688
1185	45737	185648
1186	45778	185618
1187	45814	185571
1188	45855	185544
1189	45892	185498
1190	45930	185458
1191	45964	185402
1192	46002	185358
1193	46039	185315
1194	46070	185244
1195	46104	185189
1196	46148	185172
1197	46188	185140
1198	46222	185081
1199	46256	185024
1200	46292	184975
1201	46331	184939
1202	46370	184903
1203	46405	184851
1204	46439	184796
1205	46474	184741
1206	46506	184677
1207	46540	184622
1208	46579	184583
1209	46617	184543
1210	46654	184497
1211	46693	184460
1212	46727	184404
1213	46759	184340
1214	46794	184291
1215	46837	184269
1216	46871	184212
1217	46907	184162
1218	46942	184112
1219	46977	184058
1220	47012	184005
1221	47047	183954
1222	47082	183902
1223	47118	183853
1224	47154	183805
1225	47192	183767
1226	47229	183720
1227	47263	183667
1228	47295	183602
1229	47331	183554
1230	47365	183499
1231	47403	183457
1232	47441	183416
1233	47475	183361
1234	47513	183322
1235	47547	183265
1236	47584	183223
1237	47617	183162
1238	47655	183120
1239	47690	183070
1240	47726	183022
1241	47760	182966
1242	47793	182908
1243	47837	182889
1244	47875	182850
1245	47913	182810
1246	47950	182765
1247	47990	182734
1248	48025	182682
1249	48059	182627
1250	48094	182576
1251	48125	182506
1252	48161	182460
1253	48201	182428
1254	48237	182381
1255	48272	182328
1256	48305	182270
1257	48337	182205
1258	48375	182168
1259	48410	182114
1260	48441	182049
1261	48470	181977
1262	48507	181932
1263	48546	181896
1264	48580	181839
1265	48613	181782
1266	48650	181737
1267	48683	181679
1268	48722	181642
1269	48754	181580
1270	48784	181510
1271	48816	181449
1272	48850	181394
1273	48882	181333
1274	48918	181284
1275	48954	181237
1276	48992	181199
1277	49022	181129
1278	49061	181093
1279	49097	181046
1280	49133	181000
1281	49166	180940
1282	49198	180881
1283	49229	180814
1284	49258	180740
1285	49297	180706
1286	49333	180659
1287	49367	180605
1288	49401	180550
1289	49439	180510
1290	49474	180460
1291	49507	180403
1292	49542	180352
1293	49579	180309
1294	49615	180263
1295	49655	180229
1296	49691	180186
1297	49724	180125
1298	49761	180085
1299	49794	180025
1300	49827	179967
1301	49861	179915
1302	49896	179866
1303	49932	179819
1304	49970	179777
1305	50005	179728
1306	50044	179691
1307	50078	179640
1308	50117	179605
1309	50150	179546
1310	50183	179489
1311	50219	179442
1312	50255	179396
1313	50292	179355
1314	50329	179311
1315	50363	179258
1316	50401	179217
1317	50429	179142
1318	50464	179094
1319	50503	179058
1320	50541	179018
1321	50576	178967
1322	50606	178901
1323	50644	178861
1324	50683	178826
1325	50718	178775
1326	50751	178721
1327	50785	178666
1328	50818	178611
1329	50857	178574
1330	50896	178537
1331	50935	178505
1332	50969	178450
1333	51001	178392
1334	51040	178353
1335	51074	178302
1336	51111	178259
1337	51149	178221
1338	51184	178171
1339	51216	178111
1340	51254	178071
1341	51287	178014
1342	51328	177987
1343	51362	177935
1344	51413	177940
1345	51453	177907
1346	51514	177947
1347	51560	177936
1348	51594	177884
1349	51628	177830
1350	51663	177781
1351	51699	177736
1352	51732	177678
1353	51766	177628
1354	51798	177567
1355	51829	177503
1356	51861	177446
1357	51893	177385
1358	51926	177331
1359	51960	177277
1360	51993	177221
1361	52028	177172
1362	52063	177121
1363	52101	177085
1364	52136	177036
1365	52174	176997
1366	52206	176938
1367	52240	176885
1368	52281	176854
1369	52317	176811
1370	52354	176768
1371	52386	176707
1372	52419	176654
1373	52456	176612
1374	52500	176593
1375	52535	176543
1376	52567	176486
1377	52608	176455
1378	52643	176407
1379	52682	176370
1380	52712	176306
1381	52742	176240
1382	52773	176179
1383	52801	176105
1384	52834	176050
1385	52865	175990
1386	52897	175930
1387	52932	175882
1388	52963	175820
1389	52998	175771
1390	53030	175713
1391	53064	175661
1392	53100	175615
1393	53140	175585
1394	53180	175552
1395	53213	175496
1396	53248	175448
1397	53282	175398
1398	53312	175334
1399	53347	175286
1400	53381	175234
1401	53412	175171
1402	53449	175130
1403	53488	175093
1404	53526	175056
1405	53564	175017
1406	53602	174979
1407	53638	174936
1408	53671	174880
1409	53706	174832
1410	53742	174787
1411	53784	174761
1412	53821	174718
1413	53859	174680
1414	53892	174627
1415	53926	174575
1416	53961	174527
1417	53994	174474
1418	54025	174413
1419	54059	174360
1420	54101	174335
1421	54139	174295
1422	54180	174269
1423	54217	174226
1424	54251	174176
1425	54286	174126
1426	54321	174078
1427	54354	174025
1428	54393	173990
1429	54436	173967
1430	54476	173936
1431	54505	173868
1432	54539	173817
1433	54574	173772
1434	54613	173736
1435	54648	173687
1436	54681	173634
1437	54716	173585
1438	54760	173565
1439	54798	173529
1440	54837	173491
1441	54871	173441
1442	54905	173393
1443	54940	173344
1444	54979	173308
1445	55012	173256
1446	55045	173202
1447	55084	173165
1448	55126	173139
1449	55163	173099
1450	55200	173057
1451	55241	173030
1452	55277	172985
1453	55315	172948
1454	55354	172911
1455	55395	172882
1456	55427	172827
1457	55473	172813
1458	55506	172758
1459	55540	172707
1460	55573	172655
1461	55607	172604
1462	55642	172556
1463	55678	172511
1464	55714	172468
1465	55751	172428
1466	55789	172389
1467	55828	172354
1468	55866	172313
1469	55903	172274
1470	55938	172227
1471	55973	172180
1472	56005	172123
1473	56043	172083
1474	56077	172034
1475	56110	171981
1476	56143	171928
1477	56180	171886
1478	56212	171830
1479	56246	171779
1480	56279	171727
1481	56317	171689
1482	56352	171639
1483	56385	171587
1484	56419	171537
1485	56453	171489
1486	56491	171450
1487	56530	171415
1488	56567	171374
1489	56600	171322
1490	56637	171281
1491	56675	171242
1492	56708	171189
1493	56744	171143
1494	56778	171095
1495	56814	171050
1496	56851	171008
1497	56890	170974
1498	56925	170927
1499	56962	170887
1500	57000	170849
1501	57041	170820
1502	57076	170773
1503	57109	170722
1504	57145	170676
1505	57186	170648
1506	57222	170604
1507	57258	170560
1508	57291	170506
1509	57326	170462
1510	57360	170411
1511	57393	170357
1512	57438	170342
1513	57470	170285
1514	57500	170225
1515	57543	170201
1516	57580	170159
1517	57610	170100
1518	57643	170047
1519	57677	169997
1520	57716	169960
1521	57751	169915
1522	57787	169872
1523	57822	169826
1524	57862	169791
1525	57895	169741
1526	57932	169700
1527	57964	169645
1528	57999	169597
1529	58036	169556
1530	58071	169512
1531	58115	169491
1532	58152	169449
1533	58185	169399
1534	58217	169342
1535	58250	169289
1536	58282	169236
1537	58318	169190
1538	58358	169160
1539	58395	169119
1540	58429	169069
1541	58465	169027
1542	58501	168983
1543	58541	168950
1544	58577	168907
1545	58611	168858
1546	58646	168812
1547	58681	168766
1548	58716	168718
1549	58750	168671
1550	58792	168644
1551	58828	168602
1552	58865	168560
1553	58900	168515
1554	58934	168465
1555	58970	168421
1556	59002	168368
1557	59043	168338
1558	59077	168289
1559	59110	168236
1560	59144	168187
1561	59178	168139
1562	59218	168106
1563	59254	168065
1564	59290	168021
1565	59325	167973
1566	59361	167931
1567	59391	167871
1568	59429	167835
1569	59469	167801
1570	59509	167770
1571	59549	167737
1572	59585	167694
1573	59626	167666
1574	59667	167636
1575	59704	167597
1576	59740	167553
1577	59771	167497
1578	59805	167448
1579	59838	167395
1580	59873	167351
1581	59912	167316
1582	59944	167260
1583	59977	167209
1584	60013	167167
1585	60049	167124
1586	60085	167080
1587	60120	167034
1588	60154	166985
1589	60188	166938
1590	60221	166887
1591	60261	166853
1592	60292	166796
1593	60328	166756
1594	60366	166716
1595	60406	166686
1596	60442	166642
1597	60479	166601
1598	60516	166562
1599	60558	166535
1600	60591	166483
1601	60626	166439
1602	60659	166386
1603	60694	166341
1604	60728	166295
1605	60772	166271
1606	60807	166228
1607	60841	166180
1608	60878	166138
1609	60917	166104
1610	60951	166055
1611	60984	166005
1612	61022	165968
1613	61057	165922
1614	61089	165867
1615	61121	165815
1616	61160	165781
1617	61198	165743
1618	61236	165704
1619	61272	165661
1620	61303	165606
1621	61337	165557
1622	61370	165508
1623	61408	165470
1624	61452	165448
1625	61489	165407
1626	61529	165377
1627	61569	165345
1628	61603	165297
1629	61637	165248
1630	61670	165198
1631	61708	165161
1632	61737	165099
1633	61772	165053
1634	61806	165007
1635	61841	164961
1636	61877	164919
1637	61913	164876
1638	61947	164828
1639	61987	164797
1640	62028	164766
1641	62066	164729
1642	62100	164682
1643	62132	164629
1644	62166	164579
1645	62201	164536
1646	62239	164497
1647	62273	164449
1648	62309	164408
1649	62340	164353
1650	62369	164290
1651	62399	164231
1652	62438	164198
1653	62467	164138
1654	62507	164105
1655	62543	164062
1656	62583	164030
1657	62616	163982
1658	62655	163946
1659	62700	163928
1660	62736	163885
1661	62775	163849
1662	62813	163813
1663	62847	163765
1664	62877	163707
1665	62917	163675
1666	62952	163630
