iter	R2	RMSE
1820	0.9174842706	13393806.38
1821	0.9174913782	13393229.52
1822	0.9175058073	13392058.36
1823	0.9175145822	13391346.08
1824	0.9175222397	13390724.48
1825	0.9175344005	13389737.26
1826	0.917541247	13389181.42
1827	0.91755689	13387911.35
1828	0.9175714929	13386725.62
1829	0.9175770616	13386273.42
1830	0.9175897841	13385240.25
1831	0.9176114383	13383481.57
1832	0.9176235704	13382496.15
1833	0.9176416313	13381029.02
1834	0.9176500936	13380341.55
1835	0.9176574036	13379747.68
1836	0.9176816891	13377774.47
1837	0.9176940911	13376766.69
1838	0.9177043194	13375935.49
1839	0.9177207201	13374602.58
1840	0.9177258575	13374185.03
1841	0.9177353875	13373410.42
1842	0.9177597298	13371431.66
1843	0.9177685605	13370713.75
1844	0.9177855979	13369328.55
1845	0.917797067	13368396
1846	0.9178215715	13366403.3
1847	0.9178311495	13365624.34
1848	0.9178402445	13364884.62
1849	0.9178439915	13364579.85
1850	0.9178497765	13364109.31
1851	0.9178578367	13363453.69
1852	0.9178633102	13363008.44
1853	0.9178735589	13362174.73
1854	0.9178862919	13361138.84
1855	0.917890176	13360822.84
1856	0.9178990718	13360099.07
1857	0.9179318972	13357427.99
1858	0.9179413837	13356655.96
1859	0.9179501603	13355941.66
1860	0.9179585206	13355261.2
1861	0.9179652865	13354710.49
1862	0.9179764864	13353798.82
1863	0.9180051928	13351461.85
1864	0.9180122008	13350891.28
1865	0.9180182501	13350398.73
1866	0.9180535765	13347522.04
1867	0.9180605109	13346957.29
1868	0.9180643643	13346643.45
1869	0.9180764624	13345658.07
1870	0.9180885365	13344674.58
1871	0.9181072736	13343148.2
1872	0.9181116964	13342787.88
1873	0.9181249357	13341709.24
1874	0.9181287967	13341394.66
1875	0.9181497099	13339690.59
1876	0.9181635075	13338566.19
1877	0.9181768459	13337479.13
1878	0.9181799044	13337229.86
1879	0.9181904791	13336367.96
1880	0.9181967665	13335855.47
1881	0.9182139678	13334453.29
1882	0.9182171765	13334191.72
1883	0.9182206487	13333908.65
1884	0.9182247982	13333570.36
1885	0.9182357825	13332674.83
1886	0.9182391523	13332400.09
1887	0.9182548868	13331117.14
1888	0.9182671184	13330119.73
1889	0.9182834007	13328791.89
1890	0.9182996075	13327470.08
1891	0.9183071565	13326854.35
1892	0.9183202389	13325787.21
1893	0.9183323685	13324797.72
1894	0.9183626949	13322323.48
1895	0.9183733962	13321450.29
1896	0.9183778467	13321087.12
1897	0.9183855688	13320456.97
1898	0.9183891592	13320163.97
1899	0.9184043736	13318922.3
1900	0.9184163863	13317941.84
1901	0.9184297486	13316851.15
1902	0.9184450108	13315605.26
1903	0.9184697369	13313586.58
1904	0.9184789671	13312832.93
1905	0.9184870648	13312171.71
1906	0.9184971775	13311345.91
1907	0.9185038735	13310799.09
1908	0.9185109037	13310224.95
1909	0.9185162964	13309784.53
1910	0.9185201164	13309472.55
1911	0.9185357152	13308198.48
1912	0.9185430037	13307603.13
1913	0.9185744187	13305036.75
1914	0.918580862	13304510.32
1915	0.9185895536	13303800.17
1916	0.9186033249	13302674.89
1917	0.91861598	13301640.74
1918	0.9186345944	13300119.45
1919	0.9186440536	13299346.33
1920	0.9186536771	13298559.72
1921	0.9186682805	13297365.98
1922	0.9186742319	13296879.45
1923	0.918686544	13295872.9
1924	0.9186985616	13294890.34
1925	0.9187142046	13293611.26
1926	0.9187280381	13292480.04
1927	0.9187310683	13292232.23
1928	0.9187433557	13291227.33
1929	0.9187545572	13290311.18
1930	0.9187692056	13289113.02
1931	0.9187730686	13288797.03
1932	0.9187794016	13288278.97
1933	0.9188083828	13285907.99
1934	0.918823034	13284709.21
1935	0.9188364024	13283615.29
1936	0.9188441336	13282982.61
1937	0.9188533536	13282228.05
1938	0.9188618126	13281535.75
1939	0.9188662272	13281174.43
1940	0.918880291	13280023.29
1941	0.918887079	13279467.65
1942	0.918902002	13278246.03
1943	0.9189360892	13275455.17
1944	0.9189384238	13275264.01
1945	0.9189481071	13274471.08
1946	0.9189615714	13273368.46
1947	0.9189751773	13272254.15
1948	0.9189883745	13271173.23
1949	0.9189991759	13270288.46
1950	0.9190163478	13268881.76
1951	0.9190264737	13268052.19
1952	0.9190392394	13267006.28
1953	0.9190470821	13266363.67
1954	0.9190591391	13265375.69
1955	0.9190703064	13264460.56
1956	0.9190816808	13263528.39
1957	0.9190984116	13262157.12
1958	0.9191162267	13260696.84
1959	0.9191266363	13259843.49
1960	0.9191472934	13258149.94
1961	0.9191579883	13257273.04
1962	0.9191651567	13256685.26
1963	0.9191719989	13256124.19
1964	0.9191796318	13255498.26
1965	0.9192070453	13253250
1966	0.9192163078	13252490.27
1967	0.9192364602	13250837.18
1968	0.9192439614	13250221.81
1969	0.9192604749	13248866.99
1970	0.9192703703	13248055.08
1971	0.9192792492	13247326.53
1972	0.9192883951	13246576.02
1973	0.9193026153	13245409.05
1974	0.9193122698	13244616.69
1975	0.9193287719	13243262.25
1976	0.9193349187	13242757.69
1977	0.9193492101	13241584.54
1978	0.9193591729	13240766.64
1979	0.9193665389	13240161.9
1980	0.9193801585	13239043.67
1981	0.9193980127	13237577.62
1982	0.9194022814	13237227.08
1983	0.9194117752	13236447.44
1984	0.9194197337	13235793.84
1985	0.9194311338	13234857.54
1986	0.9194462045	13233619.66
1987	0.9194504033	13233274.77
1988	0.9194537228	13233002.09
1989	0.9194832489	13230576.43
1990	0.9194888166	13230118.98
1991	0.9194975244	13229403.5
1992	0.9195079545	13228546.46
1993	0.9195254316	13227110.23
1994	0.9195355064	13226282.24
1995	0.9195526476	13224873.38
1996	0.9195690571	13223524.52
1997	0.9195757404	13222975.11
1998	0.9195796074	13222657.21
1999	0.919602309	13220790.79
2000	0.9196093506	13220211.8
2001	0.9196201427	13219324.4
2002	0.9196278436	13218691.14
2003	0.9196315446	13218386.79
2004	0.9196452707	13217257.95
2005	0.9196617981	13215898.62
2006	0.9197184796	13211235.65
2007	0.9197283601	13210422.65
2008	0.9197348912	13209885.22
2009	0.9197473413	13208860.67
2010	0.9197567175	13208089.04
2011	0.9197660745	13207318.93
2012	0.9197715252	13206870.3
2013	0.9197834796	13205886.32
2014	0.9197957882	13204873.12
2015	0.9198279552	13202224.85
2016	0.9198368132	13201495.49
2017	0.919850888	13200336.5
2018	0.9198718438	13198610.71
2019	0.9198842699	13197587.26
2020	0.9198929239	13196874.45
2021	0.9199039076	13195969.69
2022	0.919915969	13194976.08
2023	0.9199311339	13193726.71
2024	0.9199395574	13193032.67
2025	0.9199583004	13191488.27
2026	0.9199775572	13189901.34
2027	0.9199910524	13188789.11
2028	0.9200043351	13187694.29
2029	0.9200099709	13187229.74
2030	0.9200176254	13186598.76
2031	0.9200307601	13185515.97
2032	0.9200387366	13184858.35
2033	0.9200585479	13183224.9
2034	0.920066913	13182535.14
2035	0.9200800845	13181448.98
2036	0.9201000151	13179805.27
2037	0.9201082057	13179129.71
2038	0.9201134554	13178696.71
2039	0.9201311186	13177239.7
2040	0.9201444718	13176138.11
2041	0.9201556398	13175216.72
2042	0.9201679482	13174201.16
2043	0.9201716523	13173895.52
2044	0.9201852274	13172775.34
2045	0.9201910094	13172298.2
2046	0.9202002512	13171535.5
2047	0.9202090977	13170805.4
2048	0.9202217503	13169761.09
2049	0.9202277338	13169267.21
2050	0.9202359895	13168585.74
2051	0.9202451828	13167826.84
2052	0.9202546646	13167044.07
2053	0.9202659071	13166115.9
2054	0.9203008509	13163230.53
2055	0.9203084625	13162601.94
2056	0.9203156518	13162008.21
2057	0.9203244385	13161282.5
2058	0.9203310204	13160738.87
2059	0.9203450276	13159581.88
2060	0.9203525439	13158960.99
2061	0.9203593369	13158399.82
2062	0.9203690167	13157600.14
2063	0.9203820929	13156519.79
2064	0.9204006204	13154988.91
2065	0.9204149237	13153806.94
2066	0.9204218497	13153234.56
2067	0.9204274382	13152772.7
2068	0.9204423033	13151544.09
2069	0.9204534355	13150623.94
2070	0.9204610542	13149994.16
2071	0.9204656087	13149617.67
2072	0.9204753311	13148813.93
2073	0.9204771442	13148664.03
2074	0.9204849741	13148016.7
2075	0.9205029496	13146530.47
2076	0.9205327816	13144063.57
2077	0.9205345682	13143915.81
2078	0.9205443841	13143103.99
2079	0.9205624629	13141608.66
2080	0.9205740884	13140647
2081	0.9205947432	13138938.27
2082	0.920600234	13138483.99
2083	0.920609313	13137732.8
2084	0.9206167472	13137117.67
2085	0.9206234076	13136566.55
2086	0.9206381474	13135346.8
2087	0.9206495284	13134404.91
2088	0.9206595667	13133574.1
2089	0.9206683106	13132850.38
2090	0.9206724521	13132507.57
2091	0.9206787956	13131982.49
2092	0.9206871311	13131292.47
2093	0.9206935806	13130758.56
2094	0.920699068	13130304.28
2095	0.9207033987	13129945.75
2096	0.9207115479	13129271.06
2097	0.9207185733	13128689.38
2098	0.9207341793	13127397.17
2099	0.9207397705	13126934.18
2100	0.9207444811	13126544.09
2101	0.9207507762	13126022.77
2102	0.9207531038	13125830.01
2103	0.9207702376	13124410.98
2104	0.9207741033	13124090.8
2105	0.9207907585	13122711.23
2106	0.9207986616	13122056.56
2107	0.9208204748	13120249.42
2108	0.9208265983	13119742.07
2109	0.9208319344	13119299.95
2110	0.9208430751	13118376.83
2111	0.9208517827	13117655.27
2112	0.9208574359	13117186.8
2113	0.920874932	13115736.8
2114	0.9208790242	13115397.63
2115	0.9208863287	13114792.21
2116	0.9208915122	13114362.57
2117	0.9209034392	13113373.92
2118	0.920917925	13112173.06
2119	0.9209314797	13111049.3
2120	0.9209462785	13109822.29
2121	0.9209536241	13109213.19
2122	0.9209651274	13108259.3
2123	0.9209796608	13107054.03
2124	0.9209884054	13106328.77
2125	0.9209943574	13105835.11
2126	0.9210025379	13105156.58
2127	0.9210073738	13104755.46
2128	0.921017746	13103895.07
2129	0.9210243001	13103351.35
2130	0.9210393852	13102099.87
2131	0.9210466254	13101499.16
2132	0.9211008212	13097001.77
2133	0.9211076461	13096435.31
2134	0.9211198766	13095420.11
2135	0.9211262237	13094893.24
2136	0.9211354123	13094130.45
2137	0.9211451276	13093323.9
2138	0.9211529307	13092676.05
2139	0.9211644619	13091718.63
2140	0.9211737774	13090945.12
2141	0.9211905876	13089549.19
2142	0.9211941646	13089252.14
2143	0.9212043687	13088404.68
2144	0.9212173984	13087322.48
2145	0.9212292836	13086335.26
2146	0.9212387916	13085545.45
2147	0.9212411345	13085350.82
2148	0.9212489406	13084702.34
2149	0.9212881668	13081443.16
2150	0.9213114354	13079509.46
2151	0.9213230747	13078542.09
2152	0.9213336264	13077665.05
2153	0.9213431265	13076875.37
2154	0.9213519207	13076144.32
2155	0.9213677971	13074824.44
2156	0.9213891622	13073048.04
2157	0.921396707	13072420.68
2158	0.9214045377	13071769.5
2159	0.9214156524	13070845.19
2160	0.9214313475	13069539.85
2161	0.9214561248	13067478.89
2162	0.9214682382	13066471.18
2163	0.9214729861	13066076.19
2164	0.9214951547	13064231.75
2165	0.9215014409	13063708.69
2166	0.9215065336	13063284.92
2167	0.9215124633	13062791.48
2168	0.921522318	13061971.39
2169	0.9215424758	13060293.73
2170	0.9215505622	13059620.67
2171	0.9215568199	13059099.8
2172	0.9215663262	13058308.48
2173	0.9215700232	13058000.71
2174	0.9215827674	13056939.77
2175	0.9215933074	13056062.25
2176	0.9216102299	13054653.23
2177	0.9216135326	13054378.22
2178	0.9216245542	13053460.42
2179	0.9216320215	13052838.57
2180	0.9216523444	13051145.98
2181	0.9216572676	13050735.93
2182	0.921673976	13049344.16
2183	0.9216768216	13049107.12
2184	0.9216817798	13048694.09
2185	0.9216869173	13048266.09
2186	0.9216925804	13047794.3
2187	0.9217018448	13047022.44
2188	0.9217071138	13046583.44
2189	0.9217147187	13045949.8
2190	0.9217331	13044418.12
2191	0.9217356833	13044202.85
2192	0.9217435894	13043543.98
2193	0.9217549131	13042600.25
2194	0.9217613945	13042060.04
2195	0.9217753655	13040895.54
2196	0.9217824689	13040303.42
2197	0.9217929607	13039428.8
2198	0.9218341125	13035997.74
2199	0.9218441036	13035164.59
2200	0.9218529555	13034426.39
2201	0.9218558931	13034181.4
2202	0.9218755781	13032539.6
2203	0.9218828723	13031931.18
2204	0.9218956501	13030865.31
2205	0.9219098664	13029679.33
2206	0.9219212636	13028728.46
2207	0.9219270868	13028242.61
2208	0.9219350898	13027574.85
2209	0.9219418246	13027012.88
2210	0.9219536377	13026027.11
2211	0.9219649624	13025082.02
2212	0.9219772066	13024060.12
2213	0.9219846643	13023437.66
2214	0.9220019557	13021994.32
2215	0.9220167496	13020759.31
2216	0.9220320639	13019480.75
2217	0.9220417043	13018675.82
2218	0.9220465921	13018267.7
2219	0.922057345	13017369.79
2220	0.9220703446	13016284.21
2221	0.9220762086	13015794.48
2222	0.9220857052	13015001.33
2223	0.9221116332	13012835.61
2224	0.9221204502	13012099.07
2225	0.9221329398	13011055.64
2226	0.9221347115	13010907.62
2227	0.9221514553	13009508.64
2228	0.9221691635	13008028.92
2229	0.9221728831	13007718.09
2230	0.9221843419	13006760.46
2231	0.922192873	13006047.46
2232	0.922203083	13005194.09
2233	0.9222053513	13005004.5
2234	0.9222076347	13004813.64
2235	0.9222134361	13004328.71
2236	0.9222250496	13003357.9
2237	0.9222277346	13003133.45
2238	0.9222328304	13002707.45
2239	0.9222486426	13001385.47
2240	0.9222596539	13000464.8
2241	0.9222659758	12999936.19
2242	0.9222758599	12999109.67
2243	0.9222840726	12998422.88
2244	0.9222930449	12997672.52
2245	0.9223008123	12997022.9
2246	0.9223110086	12996170.08
2247	0.922323613	12995115.78
2248	0.9223309277	12994503.9
2249	0.9223369094	12994003.5
2250	0.9223549432	12992494.77
2251	0.9223634822	12991780.33
2252	0.9223680476	12991398.34
2253	0.9223820692	12990225.05
2254	0.9223890327	12989642.33
2255	0.9223933037	12989284.91
2256	0.9224003676	12988693.75
2257	0.9224080061	12988054.46
2258	0.9224100738	12987881.4
2259	0.9224174236	12987266.24
2260	0.9224240515	12986711.48
2261	0.9224296295	12986244.57
2262	0.9224523516	12984342.45
2263	0.9224669828	12983117.49
2264	0.9224786961	12982136.74
2265	0.9224840608	12981687.53
2266	0.9224876662	12981385.63
2267	0.9224893759	12981242.46
2268	0.9225044299	12979981.8
2269	0.9225156065	12979045.76
2270	0.9225249327	12978264.65
2271	0.9225323021	12977647.39
2272	0.9225444549	12976629.41
2273	0.9225521377	12975985.82
2274	0.9225593244	12975383.76
2275	0.9225634485	12975038.25
2276	0.922567874	12974667.48
2277	0.9225746923	12974096.23
2278	0.922581979	12973485.7
2279	0.9225881398	12972969.48
2280	0.9225917257	12972669.01
2281	0.9226082221	12971286.65
2282	0.9226131944	12970869.95
2283	0.9226168835	12970560.78
2284	0.9226271608	12969699.43
2285	0.9226375447	12968829.09
2286	0.9226451984	12968187.56
2287	0.9226514201	12967666.03
2288	0.9226556877	12967308.28
2289	0.9226595687	12966982.95
2290	0.922666143	12966431.81
2291	0.9226728495	12965869.56
2292	0.9226800085	12965269.35
2293	0.9226866626	12964711.45
2294	0.9226895364	12964470.49
2295	0.922704904	12963181.9
2296	0.9227146867	12962361.55
2297	0.9227217198	12961771.73
2298	0.9227288956	12961169.93
2299	0.9227349526	12960661.93
2300	0.9227416113	12960103.44
2301	0.9227494576	12959445.32
2302	0.9227538392	12959077.79
2303	0.9227618451	12958406.22
2304	0.9227648306	12958155.78
2305	0.9227793481	12956937.88
2306	0.9227855413	12956418.29
2307	0.9227900256	12956042.05
2308	0.9228121821	12954182.96
2309	0.9228170749	12953772.38
2310	0.9228280093	12952854.78
2311	0.9228388948	12951941.22
2312	0.9228463689	12951313.91
2313	0.9228530929	12950749.55
2314	0.9228584306	12950301.51
2315	0.9228618611	12950013.56
2316	0.9228751232	12948900.29
2317	0.9228833714	12948207.84
2318	0.9229004174	12946776.72
2319	0.9229128398	12945733.68
2320	0.9229226449	12944910.33
2321	0.9229302788	12944269.28
2322	0.9229336723	12943984.29
2323	0.9229648337	12941367.11
2324	0.9229789609	12940180.42
2325	0.9229816294	12939956.25
2326	0.922991416	12939134.09
2327	0.9230055507	12937946.57
2328	0.92300935	12937627.35
2329	0.9230165922	12937018.85
2330	0.92302719	12936128.34
2331	0.9230336893	12935582.19
2332	0.9230399198	12935058.6
2333	0.9230528298	12933973.63
2334	0.9230632605	12933096.96
2335	0.9230697663	12932550.13
2336	0.9230749637	12932113.26
2337	0.9230944763	12930473
2338	0.9230987111	12930116.99
2339	0.9231019565	12929844.14
2340	0.9231150238	12928745.51
2341	0.9231211037	12928234.31
2342	0.9231328384	12927247.6
2343	0.923137715	12926837.53
2344	0.9231484258	12925936.82
2345	0.9231548409	12925397.32
2346	0.9231606482	12924908.91
2347	0.9231831085	12923019.78
2348	0.9231877032	12922633.29
2349	0.9231981455	12921754.87
2350	0.9232108523	12920685.88
2351	0.9232147714	12920356.16
2352	0.9232213547	12919802.28
2353	0.9232315203	12918946.94
2354	0.9232442436	12917876.34
2355	0.9232572197	12916784.37
2356	0.923263394	12916264.74
2357	0.9232721194	12915530.39
2358	0.9232803617	12914836.67
2359	0.9232878998	12914202.18
2360	0.9233022324	12912995.7
2361	0.9233087205	12912449.52
2362	0.9233171762	12911737.66
2363	0.9233224973	12911289.67
2364	0.9233394399	12909863.16
2365	0.9233462848	12909286.79
2366	0.9233572204	12908365.92
2367	0.9233669222	12907548.9
2368	0.9233756473	12906814.08
2369	0.923384989	12906027.28
2370	0.9233931148	12905342.86
2371	0.9233972072	12904998.15
2372	0.9234051559	12904328.58
2373	0.9234169218	12903337.42
2374	0.9234300603	12902230.53
2375	0.9234400205	12901391.34
2376	0.9234507649	12900486.02
2377	0.9234575214	12899916.69
2378	0.9234633566	12899424.96
2379	0.923470518	12898821.46
2380	0.9234769162	12898282.25
2381	0.923485248	12897580.06
2382	0.9234930932	12896918.83
2383	0.923501976	12896170.11
2384	0.9235071201	12895736.51
2385	0.9235159569	12894991.6
2386	0.9235243776	12894281.73
2387	0.9235324069	12893604.81
2388	0.9235365843	12893252.63
2389	0.9235466434	12892404.52
2390	0.9235606978	12891219.45
2391	0.9235699406	12890440.04
2392	0.9235858206	12889100.84
2393	0.9236005244	12887860.71
2394	0.9236091206	12887135.64
2395	0.9236151295	12886628.78
2396	0.9236172863	12886446.85
2397	0.9236262765	12885688.46
2398	0.9236311696	12885275.68
2399	0.9236444575	12884154.63
2400	0.9236551586	12883251.75
2401	0.9236610975	12882750.65
2402	0.9236701172	12881989.55
2403	0.9236808893	12881080.53
2404	0.9236868736	12880575.51
2405	0.9236938711	12879984.95
2406	0.9237013316	12879355.29
2407	0.9237117107	12878479.26
2408	0.9237502978	12875221.84
2409	0.9237589589	12874490.58
2410	0.9237684903	12873685.79
2411	0.9237787848	12872816.52
2412	0.9237834336	12872423.95
2413	0.9237880481	12872034.27
2414	0.9237997232	12871048.28
2415	0.9238069251	12870440.02
2416	0.9238134349	12869890.2
2417	0.9238255196	12868869.45
2418	0.923835491	12868027.14
2419	0.9238397804	12867664.79
2420	0.9238631255	12865692.49
2421	0.9238720781	12864936.06
2422	0.9238868036	12863691.76
2423	0.92389013	12863410.67
2424	0.9238944476	12863045.81
2425	0.9239004282	12862540.38
2426	0.9239131718	12861463.36
2427	0.923923843	12860561.42
2428	0.9239305266	12859996.48
2429	0.923936508	12859490.88
2430	0.9239493027	12858409.28
2431	0.9239590246	12857587.38
2432	0.9239698678	12856670.62
2433	0.9239739148	12856328.44
2434	0.9239889846	12855054.19
2435	0.9239948964	12854554.28
2436	0.9240014034	12854004.01
2437	0.9240069666	12853533.53
2438	0.9240163915	12852736.44
2439	0.9240253296	12851980.48
2440	0.9240315613	12851453.38
2441	0.9240391272	12850813.41
2442	0.924047815	12850078.51
2443	0.9240554976	12849428.59
2444	0.9240606465	12848993
2445	0.9240650802	12848617.9
2446	0.924071095	12848109.02
2447	0.9240825558	12847139.33
2448	0.9240883455	12846649.44
2449	0.9240951977	12846069.62
2450	0.9241327172	12842894.34
2451	0.924139529	12842317.78
2452	0.9241478787	12841611
2453	0.9241511872	12841330.94
2454	0.9241637346	12840268.75
2455	0.924168146	12839895.29
2456	0.9241813463	12838777.69
2457	0.9241932803	12837767.23
2458	0.9242028203	12836959.41
2459	0.9242249627	12835084.26
2460	0.9242424234	12833605.39
2461	0.9242601504	12832103.8
2462	0.9242699692	12831272.01
2463	0.9242751664	12830831.71
2464	0.9242807038	12830362.57
2465	0.9242954435	12829113.71
2466	0.9243023839	12828525.63
2467	0.9243155548	12827409.54
2468	0.9243242094	12826676.11
2469	0.9243354231	12825725.73
2470	0.9243398261	12825352.56
2471	0.9243437711	12825018.19
2472	0.9243485792	12824610.66
2473	0.924360741	12823579.76
2474	0.9243683151	12822937.71
2475	0.9243920038	12820929.41
2476	0.9243954927	12820633.59
2477	0.9244034718	12819957.05
2478	0.9244194355	12818603.38
2479	0.9244341278	12817357.4
2480	0.9244432723	12816581.84
2481	0.9244572424	12815396.92
2482	0.9244665573	12814606.79
2483	0.9244726143	12814092.98
2484	0.9244796956	12813492.26
2485	0.9244858944	12812966.37
2486	0.9244984446	12811901.59
2487	0.9245129615	12810669.84
2488	0.924519518	12810113.48
2489	0.9245276431	12809423.99
2490	0.924534421	12808848.79
2491	0.924538329	12808517.14
2492	0.9245488622	12807623.18
2493	0.9245592301	12806743.19
2494	0.924566459	12806129.58
2495	0.9245737005	12805514.89
2496	0.9245829212	12804732.14
2497	0.9245891278	12804205.24
2498	0.9246124005	12802229.31
2499	0.9246176795	12801781.07
2500	0.9246216729	12801441.98
2501	0.9246322888	12800540.5
2502	0.9246594433	12798234.32
2503	0.9246668256	12797607.28
2504	0.924672451	12797129.45
2505	0.9246759909	12796828.75
2506	0.9246818808	12796328.43
2507	0.9246866043	12795927.16
2508	0.9246976828	12794986
2509	0.9247041568	12794435.98
2510	0.9247080829	12794102.41
2511	0.924732201	12792053.08
2512	0.9247377293	12791583.3
2513	0.9247470619	12790790.19
2514	0.9247530348	12790282.57
2515	0.9247626631	12789464.25
2516	0.9247684931	12788968.72
2517	0.9247715355	12788710.12
2518	0.9247780722	12788154.5
2519	0.9247834332	12787698.79
2520	0.92478678	12787414.29
2521	0.9247884658	12787270.99
2522	0.924793381	12786853.14
2523	0.9248001221	12786280.05
2524	0.9248114531	12785316.71
2525	0.9248152673	12784992.42
2526	0.9248190236	12784673.04
2527	0.9248267248	12784018.22
2528	0.9248325137	12783525.98
2529	0.9248363128	12783202.93
2530	0.9248380898	12783051.82
2531	0.9248440498	12782544.98
2532	0.9248500801	12782032.16
2533	0.9248563293	12781500.7
2534	0.9248642323	12780828.55
2535	0.9248704389	12780300.66
2536	0.924874628	12779944.35
2537	0.9248815617	12779354.57
2538	0.9248854705	12779022.08
2539	0.9248894406	12778684.37
2540	0.9248930413	12778378.06
2541	0.9249057734	12777294.93
2542	0.9249116039	12776798.88
2543	0.9249238292	12775758.73
2544	0.9249269401	12775494.04
2545	0.924930408	12775198.96
2546	0.9249341522	12774880.36
2547	0.9249377674	12774572.74
2548	0.9249437425	12774064.29
2549	0.9249498664	12773543.15
2550	0.924953645	12773221.59
2551	0.9249599696	12772683.35
2552	0.924963343	12772396.24
2553	0.9249837524	12770659.13
2554	0.9249895387	12770166.6
2555	0.9249974664	12769491.75
2556	0.9250092258	12768490.67
2557	0.9250167224	12767852.43
2558	0.9250198945	12767582.37
2559	0.9250294481	12766768.95
2560	0.9250399302	12765876.42
2561	0.925044924	12765451.19
2562	0.925051794	12764866.16
2563	0.9250816778	12762321.07
2564	0.9250857865	12761971.1
2565	0.9250952426	12761165.64
2566	0.9251049305	12760340.37
2567	0.9251101107	12759899.07
2568	0.9251125129	12759694.42
2569	0.9251167178	12759336.19
2570	0.9251212572	12758949.45
2571	0.9251233813	12758768.48
2572	0.9251328378	12757962.77
2573	0.9251406668	12757295.7
2574	0.9251500444	12756496.62
2575	0.9251580791	12755811.93
2576	0.9251661596	12755123.31
2577	0.9251693587	12754850.67
2578	0.925174946	12754374.48
2579	0.9251794138	12753993.7
2580	0.9251852194	12753498.87
2581	0.9251894147	12753141.28
2582	0.9251998604	12752250.9
2583	0.9252249906	12750108.57
2584	0.9252301741	12749666.64
2585	0.9252469077	12748239.86
2586	0.9252644113	12746747.26
2587	0.9252688766	12746366.46
2588	0.9252787126	12745527.6
2589	0.9252840813	12745069.71
2590	0.9252869678	12744823.52
2591	0.925295425	12744102.17
2592	0.925298441	12743844.91
2593	0.9253075998	12743063.65
2594	0.925318961	12742094.47
2595	0.9253256975	12741519.76
2596	0.9253346384	12740756.96
2597	0.9253381133	12740460.48
2598	0.9253434733	12740003.15
2599	0.9253476546	12739646.38
2600	0.9253521949	12739258.96
2601	0.9253612982	12738482.16
2602	0.9253665386	12738034.97
2603	0.9253696787	12737767
2604	0.9253746135	12737345.86
2605	0.9253791381	12736959.71
2606	0.9253936685	12735719.57
2607	0.9253964466	12735482.45
2608	0.9253995341	12735218.91
2609	0.925403603	12734871.6
2610	0.925405719	12734690.99
2611	0.9254161509	12733800.49
2612	0.9254233967	12733181.93
2613	0.9254251011	12733036.42
2614	0.9254326364	12732393.11
2615	0.9254373812	12731988.02
2616	0.9254478657	12731092.84
2617	0.9254652411	12729609.18
2618	0.9254905385	12727448.75
2619	0.9254939473	12727157.61
2620	0.9255190829	12725010.6
2621	0.9255244386	12724553.08
2622	0.9255351497	12723638.02
2623	0.9255414309	12723101.38
2624	0.9255454938	12722754.25
2625	0.9255481888	12722523.99
2626	0.9255505584	12722321.53
2627	0.9255565612	12721808.62
2628	0.9255612721	12721406.09
2629	0.9255633689	12721226.92
2630	0.9255823102	12719608.28
2631	0.9255900399	12718947.67
2632	0.9255990377	12718178.65
2633	0.9256034371	12717802.63
2634	0.9256119334	12717076.4
2635	0.9256227495	12716151.83
2636	0.9256399685	12714679.79
2637	0.9256449179	12714256.64
2638	0.9256509035	12713744.88
2639	0.925653963	12713483.29
2640	0.9256634348	12712673.4
2641	0.9256707493	12712047.94
2642	0.9256796404	12711287.63
2643	0.925685933	12710749.5
2644	0.9256897485	12710423.18
2645	0.9257058406	12709046.87
2646	0.9257096961	12708717.1
2647	0.9257165696	12708129.17
2648	0.9257356336	12706498.36
2649	0.9257431002	12705859.59
2650	0.9257559513	12704760.08
2651	0.9257764951	12703002.22
2652	0.9257860232	12702186.85
2653	0.9257889883	12701933.09
2654	0.9257954883	12701376.82
2655	0.9258020054	12700819.05
2656	0.9258138634	12699804.11
2657	0.9258164012	12699586.89
2658	0.9258182423	12699429.3
2659	0.9258220372	12699104.46
2660	0.9258247352	12698873.51
2661	0.925829165	12698494.32
2662	0.9258348536	12698007.35
2663	0.9258400185	12697565.19
2664	0.9258609413	12695773.88
2665	0.9258644741	12695471.39
2666	0.925879025	12694225.44
2667	0.9258866976	12693568.4
2668	0.9258914637	12693160.24
2669	0.9258931303	12693017.51
2670	0.9258987456	12692536.61
2671	0.9259031798	12692156.84
2672	0.92590691	12691837.37
2673	0.9259166577	12691002.47
2674	0.9259242525	12690351.93
2675	0.9259307597	12689794.52
2676	0.9259377988	12689191.53
2677	0.9259476628	12688346.49
2678	0.9259535696	12687840.44
2679	0.9259608738	12687214.63
2680	0.9259633762	12687000.23
2681	0.9259682546	12686582.24
2682	0.9259781769	12685732.04
2683	0.9260083583	12683145.55
2684	0.9260192296	12682213.78
2685	0.9260304049	12681255.88
2686	0.9260427209	12680200.11
2687	0.9260485872	12679697.2
2688	0.9260520449	12679400.77
2689	0.9260582459	12678869.13
2690	0.9260616899	12678573.86
2691	0.9260652353	12678269.88
2692	0.9260693976	12677913
2693	0.926082822	12676761.91
2694	0.926088671	12676260.36
2695	0.9260918082	12675991.33
2696	0.9260932522	12675867.49
2697	0.9260998722	12675299.78
2698	0.9261070531	12674683.93
2699	0.9261155442	12673955.69
